XP_064077186.1	Q9H4F8	35.185	54	34	1	23	75	36	89	4.72e-07	45.1
XP_064077187.1	Q9H4F8	35.849	53	33	1	24	75	37	89	4.24e-07	45.1
XP_064077188.1	Q9H4F8	38.889	54	32	1	25	77	37	90	4.59e-07	45.1
XP_064077189.1	P62937	32.222	180	87	11	288	454	5	162	4.85e-10	58.2
XP_064077191.1	Q1W4C9	32.143	84	48	1	5	79	11	94	3.29e-07	43.5
XP_064077192.1	P62937	32.222	180	87	11	288	454	5	162	4.85e-10	58.2
XP_064077193.1	Q5DT21	43.182	44	25	0	35	78	43	86	3.59e-07	43.5
XP_064077194.1	Q9H4F8	38.298	47	26	1	29	75	46	89	6.29e-07	44.7
XP_064077195.1	P32238	28.909	339	234	3	133	470	45	377	1.20e-27	115
XP_064077196.1	O43603	27.066	351	187	5	126	471	22	308	1.11e-29	120
XP_064077197.1	Q7RTM1	22.995	374	213	14	297	646	127	449	5.22e-11	65.5
XP_064077198.1	Q7RTM1	22.995	374	213	14	297	646	127	449	5.22e-11	65.5
XP_064077199.1	Q14112	34.711	121	71	3	93	210	727	842	8.45e-14	72.4
XP_064077199.1	Q14112	38.043	92	47	4	131	214	849	938	3.67e-10	60.8
XP_064077200.1	P62937	32.222	180	87	11	288	454	5	162	4.85e-10	58.2
XP_064077201.1	Q14112	34.711	121	71	3	83	200	727	842	9.31e-14	72.0
XP_064077201.1	Q14112	38.043	92	47	4	121	204	849	938	4.39e-10	60.8
XP_064077202.1	O60500	25.321	312	191	12	80	369	96	387	3.32e-10	63.2
XP_064077202.1	O60500	20.727	275	210	3	106	378	229	497	1.50e-09	61.2
XP_064077202.1	O60500	24.896	241	155	8	137	362	455	684	2.19e-08	57.4
XP_064077205.1	Q12912	33.645	214	133	3	1347	1559	141	346	8.93e-25	110
XP_064077206.1	Q12912	33.645	214	133	3	1347	1559	141	346	8.06e-25	110
XP_064077207.1	Q12912	33.645	214	133	3	1338	1550	141	346	8.56e-25	110
XP_064077208.1	P62937	32.222	180	87	11	288	454	5	162	4.85e-10	58.2
XP_064077209.1	Q8N6L0	25.506	247	154	6	284	521	172	397	3.82e-06	51.6
XP_064077210.1	Q12912	36.047	172	105	2	1274	1444	179	346	7.28e-24	107
XP_064077211.1	Q12912	33.645	214	133	3	1172	1384	141	346	6.39e-25	111
XP_064077212.1	Q12912	33.645	214	133	3	1172	1384	141	346	6.39e-25	111
XP_064077213.1	Q12912	33.645	214	133	3	1172	1384	141	346	6.39e-25	111
XP_064077215.1	Q12912	33.645	214	133	3	1172	1384	141	346	6.39e-25	111
XP_064077216.1	Q12912	33.645	214	133	3	1172	1384	141	346	6.39e-25	111
XP_064077217.1	Q12912	33.645	214	133	3	1172	1384	141	346	6.39e-25	111
XP_064077218.1	O43291	43.137	51	29	0	145	195	38	88	9.10e-09	55.5
XP_064077218.1	O43291	30.526	95	61	3	105	196	92	184	4.24e-06	47.4
XP_064077219.1	P62937	32.222	180	87	11	288	454	5	162	4.85e-10	58.2
XP_064077220.1	Q02241	45.886	632	312	11	9	635	6	612	1.93e-170	516
XP_064077221.1	Q96SN8	44.231	156	70	5	83	229	24	171	1.06e-19	96.7
XP_064077224.1	Q9Y5Z9	54.662	311	140	1	2	312	29	338	3.42e-113	330
XP_064077225.1	Q9Y5Z9	54.662	311	140	1	2	312	29	338	3.42e-113	330
XP_064077226.1	Q9Y5Z9	54.662	311	140	1	2	312	29	338	3.42e-113	330
XP_064077227.1	P62937	32.222	180	87	11	288	454	5	162	4.85e-10	58.2
XP_064077228.1	Q8TDP1	24.823	141	74	4	20	139	29	158	1.29e-06	45.1
XP_064077230.1	P05556	37.183	788	444	18	60	823	35	795	1.31e-157	479
XP_064077231.1	P05556	37.183	788	444	18	30	793	35	795	1.00e-157	478
XP_064077232.1	P05556	35.533	788	410	18	60	776	35	795	4.94e-145	445
XP_064077233.1	P56537	69.399	183	56	0	1	183	62	244	2.62e-96	279
XP_064077234.1	P56537	69.399	183	56	0	1	183	62	244	2.62e-96	279
XP_064077236.1	P62937	32.222	180	87	11	288	454	5	162	4.85e-10	58.2
XP_064077238.1	Q8N6U8	41.481	135	79	0	684	818	93	227	3.53e-28	120
XP_064077238.1	Q8N6U8	37.736	106	60	3	1004	1107	267	368	8.48e-12	69.3
XP_064077238.1	Q8N6U8	47.541	61	32	0	30	90	27	87	1.92e-08	58.5
XP_064077239.1	Q8N6U8	41.481	135	79	0	684	818	93	227	3.53e-28	120
XP_064077239.1	Q8N6U8	37.736	106	60	3	1004	1107	267	368	8.48e-12	69.3
XP_064077239.1	Q8N6U8	47.541	61	32	0	30	90	27	87	1.92e-08	58.5
XP_064077240.1	Q8N6U8	41.481	135	79	0	684	818	93	227	3.53e-28	120
XP_064077240.1	Q8N6U8	37.736	106	60	3	1004	1107	267	368	8.48e-12	69.3
XP_064077240.1	Q8N6U8	47.541	61	32	0	30	90	27	87	1.92e-08	58.5
XP_064077241.1	Q8N6U8	41.481	135	79	0	684	818	93	227	3.09e-28	120
XP_064077241.1	Q8N6U8	37.736	106	60	3	1004	1107	267	368	8.14e-12	69.3
XP_064077241.1	Q8N6U8	47.541	61	32	0	30	90	27	87	1.79e-08	58.5
XP_064077242.1	Q8N6U8	41.481	135	79	0	684	818	93	227	3.37e-28	120
XP_064077242.1	Q8N6U8	35.714	112	66	3	968	1077	261	368	7.79e-12	69.3
XP_064077242.1	Q8N6U8	47.541	61	32	0	30	90	27	87	1.86e-08	58.5
XP_064077243.1	P62937	32.222	180	87	11	221	387	5	162	4.00e-10	58.2
XP_064077244.1	P40313	36.154	260	140	11	949	1200	19	260	1.54e-41	153
XP_064077245.1	P40313	36.154	260	140	11	931	1182	19	260	1.70e-41	153
XP_064077246.1	Q9H974	34.977	426	244	7	12	430	11	410	1.49e-74	239
XP_064077247.1	P11168	28.986	414	265	15	95	487	97	502	1.36e-33	133
XP_064077248.1	P11168	28.916	415	266	15	89	482	97	503	1.54e-33	132
XP_064077249.1	P11168	28.916	415	266	15	63	456	97	503	1.01e-33	132
XP_064077250.1	P11168	28.916	415	266	15	63	456	97	503	1.01e-33	132
XP_064077251.1	P11168	28.916	415	266	15	63	456	97	503	1.01e-33	132
XP_064077253.1	Q15398	40.444	225	96	6	10	229	430	621	9.44e-39	144
XP_064077254.1	Q86UB9	31.473	448	286	6	1	432	1	443	3.95e-71	231
XP_064077255.1	Q86UB9	31.473	448	286	6	1	432	1	443	3.95e-71	231
XP_064077256.1	Q96LD8	40.719	167	95	4	3	166	2	167	4.27e-37	127
XP_064077257.1	Q86UB9	31.473	448	286	6	1	432	1	443	3.95e-71	231
XP_064077258.1	Q8NFH5	36.950	341	167	14	2	325	16	325	1.53e-51	172
XP_064077259.1	Q8IWX7	39.286	896	527	9	12	893	8	900	0.0	633
XP_064077260.1	Q8IWX7	39.286	896	527	9	12	893	8	900	0.0	633
XP_064077261.1	Q8IWX7	39.286	896	527	9	12	893	8	900	0.0	633
XP_064077262.1	Q8IWX7	39.286	896	527	9	12	893	8	900	0.0	633
XP_064077263.1	Q7L2H7	49.866	373	182	3	1	373	1	368	3.37e-128	373
XP_064077264.1	Q7L2H7	51.020	294	142	1	19	312	77	368	6.71e-106	313
XP_064077265.1	P07900	78.860	719	145	3	7	719	15	732	0.0	1098
XP_064077266.1	P56282	49.326	519	259	2	4	518	6	524	0.0	541
XP_064077267.1	Q8N983	42.667	150	85	1	12	161	8	156	7.31e-34	119
XP_064077269.1	Q4KMP7	56.509	338	141	3	26	357	288	625	2.06e-140	417
XP_064077270.1	Q4KMP7	56.509	338	141	3	16	347	288	625	1.00e-140	418
XP_064077271.1	Q9NZV5	35.370	311	166	7	87	366	155	461	7.61e-55	189
XP_064077272.1	Q96SQ7	60.825	97	38	0	541	637	225	321	3.80e-31	123
XP_064077273.1	Q8N9N5	56.429	140	60	1	214	352	199	338	2.43e-50	179
XP_064077274.1	Q8N9N5	56.429	140	60	1	214	352	199	338	9.65e-51	179
XP_064077275.1	Q8N9N5	56.429	140	60	1	121	259	199	338	1.37e-51	180
XP_064077276.1	P11441	31.690	142	95	1	1	142	1	140	2.61e-21	84.0
XP_064077277.1	P98194	53.768	889	396	5	65	944	21	903	0.0	925
XP_064077278.1	P98194	53.768	889	396	5	45	924	21	903	0.0	926
XP_064077279.1	P98194	53.768	889	396	5	45	924	21	903	0.0	926
XP_064077280.1	P98194	53.768	889	396	5	3	882	21	903	0.0	924
XP_064077281.1	P98194	53.768	889	396	5	3	882	21	903	0.0	924
XP_064077282.1	P16562	35.938	192	95	8	60	248	35	201	6.40e-24	98.6
XP_064077283.1	Q16394	51.391	755	328	8	1	725	1	746	0.0	781
XP_064077284.1	Q9H1Z4	51.351	481	222	4	2	470	3	483	2.66e-171	490
XP_064077285.1	Q9H1Z4	51.351	481	222	4	2	470	3	483	2.66e-171	490
XP_064077286.1	Q99700	40.991	222	125	5	27	244	257	476	8.99e-48	186
XP_064077287.1	Q99700	40.991	222	125	5	27	244	257	476	8.99e-48	186
XP_064077288.1	Q99700	41.364	220	124	4	27	241	257	476	2.69e-49	191
XP_064077289.1	Q99700	40.991	222	125	5	23	240	257	476	9.66e-48	186
XP_064077290.1	Q99700	40.991	222	125	5	27	244	257	476	6.82e-48	186
XP_064077291.1	Q99700	40.991	222	125	5	15	232	257	476	9.78e-48	186
XP_064077292.1	Q99700	41.063	207	116	5	4	206	272	476	2.77e-43	171
XP_064077293.1	Q99700	39.355	155	86	5	38	186	324	476	6.38e-27	118
XP_064077294.1	Q99700	39.869	153	85	4	38	183	324	476	2.00e-28	123
XP_064077295.1	Q9Y3C7	74.107	112	28	1	14	124	3	114	9.54e-60	180
XP_064077296.1	Q86VD9	32.121	495	260	13	167	642	36	473	1.33e-50	186
XP_064077297.1	P05090	27.607	163	115	3	16	178	24	183	6.82e-17	77.0
XP_064077298.1	P19622	73.770	61	15	1	187	246	212	272	6.12e-22	94.4
XP_064077299.1	P19622	73.770	61	15	1	187	246	212	272	5.00e-22	94.7
XP_064077300.1	P19622	73.770	61	15	1	187	246	212	272	5.60e-22	94.4
XP_064077301.1	P19622	76.106	113	26	1	196	308	213	324	2.54e-55	182
XP_064077302.1	Q9NVH0	40.086	232	118	5	56	282	80	295	2.69e-40	148
XP_064077303.1	Q9NVH0	40.073	549	275	11	63	577	80	608	9.38e-127	388
XP_064077304.1	Q8IZE3	32.637	383	245	5	53	425	50	429	6.83e-61	219
XP_064077305.1	P08865	62.821	312	90	7	1	308	1	290	1.93e-129	370
XP_064077306.1	Q96LD8	41.071	168	95	4	3	167	2	168	8.24e-38	130
XP_064077307.1	Q8IYL2	41.079	482	245	7	242	688	269	746	2.98e-121	379
XP_064077308.1	Q8N1I0	37.422	644	334	10	4	630	513	1104	4.94e-131	423
XP_064077309.1	Q8N1I0	38.013	634	334	10	4	620	513	1104	1.30e-132	427
XP_064077310.1	Q8N1I0	39.868	607	333	9	4	593	513	1104	7.71e-139	444
XP_064077311.1	Q8IZD9	41.129	124	68	4	1	123	277	396	4.79e-23	92.8
XP_064077312.1	Q8IZD9	39.837	123	67	4	1	119	277	396	2.10e-21	87.8
XP_064077314.1	Q8N1I0	48.718	78	40	0	1	78	1503	1580	7.30e-17	83.2
XP_064077316.1	Q08257	48.447	322	162	2	1	319	7	327	5.51e-110	322
XP_064077317.1	Q08257	49.689	322	158	2	1	319	7	327	5.80e-114	332
XP_064077318.1	Q08257	48.447	322	162	2	1	319	7	327	5.51e-110	322
XP_064077319.1	Q08257	48.447	322	162	2	1	319	7	327	5.51e-110	322
XP_064077320.1	Q08257	48.447	322	162	2	1	319	7	327	5.51e-110	322
XP_064077321.1	Q08257	48.447	322	162	2	1	319	7	327	5.51e-110	322
XP_064077322.1	Q08257	49.689	322	158	2	1	319	7	327	5.80e-114	332
XP_064077323.1	Q08257	49.689	322	158	2	1	319	7	327	5.80e-114	332
XP_064077324.1	Q08257	49.689	322	158	2	1	319	7	327	5.80e-114	332
XP_064077325.1	Q6ZQN7	26.991	678	410	17	31	691	69	678	2.24e-71	247
XP_064077326.1	Q08257	49.689	322	158	2	1	319	7	327	5.80e-114	332
XP_064077327.1	Q08257	50.741	270	129	2	1	267	7	275	4.07e-92	276
XP_064077328.1	Q08257	40.683	322	136	3	1	268	7	327	3.59e-82	249
XP_064077329.1	Q08257	40.683	322	136	3	1	268	7	327	3.59e-82	249
XP_064077330.1	Q08257	40.683	322	136	3	1	268	7	327	3.59e-82	249
XP_064077331.1	Q08257	40.683	322	136	3	1	268	7	327	3.59e-82	249
XP_064077332.1	Q08257	40.683	322	136	3	1	268	7	327	3.59e-82	249
XP_064077334.1	Q8N8A6	36.057	563	304	12	342	876	128	662	5.00e-96	315
XP_064077335.1	Q8N8A6	36.057	563	304	12	342	876	128	662	5.00e-96	315
XP_064077336.1	Q8N8A6	36.057	563	304	12	342	876	128	662	5.00e-96	315
XP_064077337.1	Q7KZF4	55.127	907	378	12	6	893	14	910	0.0	991
XP_064077338.1	O75762	24.961	649	342	21	60	609	415	1017	4.43e-37	149
XP_064077338.1	O75762	29.213	178	115	3	38	205	212	388	3.04e-08	57.0
XP_064077338.1	O75762	30.282	142	98	1	45	186	85	225	5.44e-06	49.7
XP_064077339.1	Q16288	30.747	348	184	10	382	705	512	826	4.61e-34	139
XP_064077340.1	O75762	24.961	649	342	21	60	609	415	1017	4.43e-37	149
XP_064077340.1	O75762	29.213	178	115	3	38	205	212	388	3.04e-08	57.0
XP_064077340.1	O75762	30.282	142	98	1	45	186	85	225	5.44e-06	49.7
XP_064077341.1	Q99614	57.653	196	83	0	161	356	92	287	1.57e-74	232
XP_064077342.1	Q99614	57.653	196	83	0	141	336	92	287	7.56e-75	232
XP_064077343.1	Q99614	57.653	196	83	0	118	313	92	287	3.11e-75	232
XP_064077345.1	Q9P212	39.801	1108	530	24	817	1861	1201	2234	0.0	685
XP_064077345.1	Q9P212	31.541	558	318	13	167	681	519	1055	2.60e-66	249
XP_064077345.1	Q9P212	36.066	122	70	2	1631	1744	2137	2258	5.64e-10	64.7
XP_064077346.1	Q9P212	39.801	1108	530	24	814	1858	1201	2234	0.0	684
XP_064077346.1	Q9P212	31.541	558	318	13	167	681	519	1055	3.17e-66	249
XP_064077346.1	Q9P212	36.066	122	70	2	1628	1741	2137	2258	5.58e-10	64.7
XP_064077347.1	Q6NXT1	28.788	132	91	2	543	673	147	276	4.86e-07	52.4
XP_064077348.1	Q9UH92	58.654	208	76	5	53	255	94	296	6.23e-66	206
XP_064077349.1	Q9BV29	26.178	191	104	7	5	180	16	184	8.82e-06	44.3
XP_064077350.1	Q9BV29	26.178	191	104	7	5	180	16	184	8.82e-06	44.3
XP_064077351.1	Q13084	45.249	221	113	6	32	247	9	226	2.24e-51	169
XP_064077352.1	P61803	66.071	112	38	0	20	131	2	113	5.20e-52	159
XP_064077353.1	Q4L235	26.724	232	144	9	690	914	426	638	1.57e-08	58.9
XP_064077353.1	Q4L235	22.751	378	233	11	142	488	61	410	8.68e-07	53.1
XP_064077354.1	Q4L235	26.724	232	144	9	690	914	426	638	1.57e-08	58.9
XP_064077354.1	Q4L235	22.751	378	233	11	142	488	61	410	8.68e-07	53.1
XP_064077355.1	P11117	39.316	351	203	7	35	379	32	378	2.09e-84	264
XP_064077356.1	P11117	38.333	360	206	8	1	354	38	387	2.88e-83	259
XP_064077357.1	P11117	38.440	359	205	8	1	353	39	387	5.80e-83	259
XP_064077358.1	P11117	38.440	359	205	8	1	353	39	387	5.80e-83	259
XP_064077359.1	P07305	53.774	106	44	3	67	172	3	103	4.95e-24	95.1
XP_064077360.1	Q00765	53.459	159	73	1	40	197	19	177	2.48e-61	189
XP_064077361.1	Q00765	58.042	143	60	0	44	186	36	178	6.67e-61	187
XP_064077362.1	Q00765	56.069	173	76	0	9	181	6	178	7.81e-74	220
XP_064077363.1	Q00765	54.938	162	66	2	13	167	17	178	1.26e-62	191
XP_064077366.1	Q9Y226	28.850	565	363	10	3	556	1	537	2.65e-74	246
XP_064077367.1	Q9Y226	28.850	565	363	10	3	556	1	537	2.65e-74	246
XP_064077368.1	Q9Y226	28.850	565	363	10	3	556	1	537	2.65e-74	246
XP_064077369.1	Q9Y226	28.850	565	363	10	3	556	1	537	2.65e-74	246
XP_064077370.1	Q9Y226	28.850	565	363	10	3	556	1	537	2.65e-74	246
XP_064077371.1	Q9Y226	28.850	565	363	10	3	556	1	537	2.65e-74	246
XP_064077372.1	Q9Y226	28.850	565	363	10	3	556	1	537	2.65e-74	246
XP_064077373.1	Q9Y226	28.850	565	363	10	3	556	1	537	2.65e-74	246
XP_064077374.1	P22314	65.359	1045	346	5	43	1077	19	1057	0.0	1444
XP_064077375.1	Q9Y226	28.850	565	363	10	3	556	1	537	2.65e-74	246
XP_064077376.1	Q9Y226	28.850	565	363	10	3	556	1	537	2.65e-74	246
XP_064077377.1	Q9Y226	28.850	565	363	10	3	556	1	537	2.65e-74	246
XP_064077378.1	Q9Y226	28.850	565	363	10	3	556	1	537	2.65e-74	246
XP_064077379.1	Q9Y226	28.850	565	363	10	3	556	1	537	2.65e-74	246
XP_064077380.1	Q96PE1	30.762	1063	620	29	153	1164	84	1081	2.95e-129	441
XP_064077381.1	Q96PE1	30.762	1063	620	29	153	1164	84	1081	2.95e-129	441
XP_064077382.1	Q96PE1	30.762	1063	620	29	153	1164	84	1081	2.95e-129	441
XP_064077383.1	Q9BXR0	57.072	403	169	4	19	419	2	402	5.83e-171	484
XP_064077384.1	P22314	65.920	1027	341	3	19	1037	32	1057	0.0	1446
XP_064077385.1	Q9BXR0	57.072	403	169	4	19	419	2	402	5.83e-171	484
XP_064077386.1	Q6VMQ6	34.680	297	146	10	871	1140	985	1260	3.18e-28	123
XP_064077387.1	Q6VMQ6	34.680	297	146	10	850	1119	985	1260	4.06e-28	122
XP_064077388.1	Q6VMQ6	34.680	297	146	10	847	1116	985	1260	3.35e-28	123
XP_064077389.1	Q6VMQ6	37.398	246	106	10	523	755	1053	1263	1.43e-28	122
XP_064077390.1	Q6VMQ6	37.398	246	106	10	517	749	1053	1263	1.38e-28	122
XP_064077391.1	Q8TC92	46.402	528	240	6	394	878	111	638	1.96e-160	483
XP_064077392.1	P22314	66.175	1017	336	2	1	1009	41	1057	0.0	1444
XP_064077393.1	Q8TC92	46.402	528	240	6	349	833	111	638	7.91e-161	482
XP_064077397.1	Q9NQX7	28.571	203	116	7	115	311	49	228	1.58e-16	78.2
XP_064077398.1	Q9NQX7	28.571	203	116	7	114	310	49	228	1.74e-16	78.2
XP_064077399.1	Q9NQX7	28.571	203	116	7	52	248	49	228	8.21e-17	78.2
XP_064077400.1	Q9NQX7	28.571	203	116	7	52	248	49	228	8.21e-17	78.2
XP_064077402.1	P22314	66.175	1017	336	2	1	1009	41	1057	0.0	1444
XP_064077404.1	Q9NZC4	35.294	119	72	3	594	712	179	292	1.36e-16	80.9
XP_064077405.1	Q8NFU1	54.520	354	157	3	1	354	1	350	7.23e-142	417
XP_064077406.1	Q8NFU1	54.520	354	157	3	1	354	1	350	7.23e-142	417
XP_064077407.1	Q5BJD5	60.163	246	98	0	97	342	46	291	1.70e-105	310
XP_064077408.1	Q5BJD5	60.163	246	98	0	10	255	46	291	9.82e-107	310
XP_064077409.1	Q5BJD5	60.163	246	98	0	10	255	46	291	9.82e-107	310
XP_064077410.1	Q5BJD5	60.163	246	98	0	10	255	46	291	9.82e-107	310
XP_064077411.1	P22314	66.175	1017	336	2	1	1009	41	1057	0.0	1444
XP_064077412.1	Q96RY5	47.518	282	132	4	129	402	136	409	8.01e-75	274
XP_064077413.1	P62244	82.308	130	23	0	1	130	1	130	5.48e-79	228
XP_064077414.1	P62244	82.308	130	23	0	1	130	1	130	5.48e-79	228
XP_064077416.1	P10916	41.916	167	92	5	10	173	2	166	4.33e-35	120
XP_064077417.1	P42575	33.202	253	153	9	193	437	171	415	6.43e-30	123
XP_064077418.1	P42575	33.202	253	153	9	193	437	171	415	6.43e-30	123
XP_064077419.1	P42575	33.202	253	153	9	193	437	171	415	6.43e-30	123
XP_064077420.1	P42575	33.202	253	153	9	178	422	171	415	5.91e-30	123
XP_064077421.1	P42575	33.202	253	153	9	163	407	171	415	5.89e-30	123
XP_064077422.1	P42575	33.202	253	153	9	163	407	171	415	5.89e-30	123
XP_064077423.1	P42575	33.202	253	153	9	163	407	171	415	5.89e-30	123
XP_064077424.1	Q7RTS9	51.420	669	305	8	1	654	1	664	0.0	630
XP_064077425.1	Q07973	32.215	447	279	11	67	508	58	485	7.91e-52	184
XP_064077428.1	Q969J3	36.905	168	100	2	77	242	23	186	3.28e-31	113
XP_064077429.1	Q9Y5Z4	34.637	179	104	4	37	210	26	196	5.81e-27	102
XP_064077430.1	Q9Y5Z4	34.568	162	101	4	48	205	34	194	4.47e-22	89.0
XP_064077431.1	Q9Y5Z4	34.568	162	101	4	48	205	34	194	4.47e-22	89.0
XP_064077432.1	Q15714	38.961	77	27	4	184	258	405	463	2.39e-06	50.1
XP_064077433.1	Q7RTS9	51.420	669	305	8	1	654	1	664	0.0	630
XP_064077434.1	Q99576	59.551	89	32	1	296	380	22	110	2.37e-25	99.8
XP_064077435.1	Q99576	59.551	89	32	1	280	364	22	110	1.47e-25	100
XP_064077436.1	Q99576	68.571	70	22	0	168	237	41	110	6.19e-26	98.2
XP_064077437.1	P10827	26.027	365	227	10	65	404	53	399	8.46e-28	117
XP_064077438.1	P10827	26.027	365	227	10	65	404	53	399	8.46e-28	117
XP_064077439.1	P10827	26.027	365	227	10	65	404	53	399	8.46e-28	117
XP_064077440.1	P10827	26.027	365	227	10	65	404	53	399	8.46e-28	117
XP_064077441.1	Q14739	26.656	634	398	11	50	646	12	615	2.98e-69	236
XP_064077442.1	Q14739	26.656	634	398	11	14	610	12	615	1.85e-69	236
XP_064077443.1	Q14739	26.656	634	398	11	12	608	12	615	1.70e-69	236
XP_064077444.1	Q14739	26.656	634	398	11	10	606	12	615	1.46e-69	236
XP_064077445.1	Q14739	26.656	634	398	11	10	606	12	615	1.46e-69	236
XP_064077447.1	Q14739	31.592	402	263	7	159	549	215	615	7.02e-65	222
XP_064077452.1	Q16513	78.426	343	74	0	1958	2300	642	984	0.0	583
XP_064077452.1	Q16513	50.526	285	124	7	1387	1661	245	522	1.17e-72	264
XP_064077453.1	Q16513	78.426	343	74	0	1958	2300	642	984	0.0	583
XP_064077453.1	Q16513	50.526	285	124	7	1387	1661	245	522	1.17e-72	264
XP_064077454.1	Q16513	78.426	343	74	0	1956	2298	642	984	0.0	583
XP_064077454.1	Q16513	50.174	287	120	8	1387	1659	245	522	5.05e-72	262
XP_064077455.1	Q16513	78.426	343	74	0	1916	2258	642	984	0.0	583
XP_064077455.1	Q16513	50.526	285	124	7	1387	1661	245	522	1.02e-72	265
XP_064077456.1	Q16513	78.426	343	74	0	1887	2229	642	984	0.0	582
XP_064077456.1	Q16513	50.526	285	124	7	1387	1661	245	522	1.49e-72	264
XP_064077457.1	Q16513	50.526	285	124	7	1387	1661	245	522	1.33e-72	264
XP_064077458.1	Q16513	78.426	343	74	0	884	1226	642	984	0.0	582
XP_064077458.1	Q16513	46.328	531	230	12	67	587	37	522	4.85e-133	431
XP_064077459.1	Q16513	78.426	343	74	0	882	1224	642	984	0.0	581
XP_064077459.1	Q16513	46.154	533	226	13	67	585	37	522	3.93e-132	429
XP_064077460.1	O75962	47.360	1856	829	33	12	1829	45	1790	0.0	1634
XP_064077460.1	O75962	47.684	367	180	7	2056	2419	1931	2288	3.91e-91	333
XP_064077460.1	O75962	32.512	406	235	12	2085	2477	1285	1664	5.71e-50	197
XP_064077460.1	O75962	32.123	358	233	7	1300	1649	1924	2279	8.34e-50	197
XP_064077460.1	O75962	33.934	333	173	4	2921	3251	2786	3073	4.28e-42	171
XP_064077460.1	O75962	25.000	424	236	19	2451	2858	2419	2776	1.99e-12	73.6
XP_064077461.1	Q16513	78.426	343	74	0	880	1222	642	984	0.0	582
XP_064077461.1	Q16513	46.490	527	231	11	67	583	37	522	8.15e-133	430
XP_064077462.1	Q16513	78.426	343	74	0	873	1215	642	984	0.0	582
XP_064077462.1	Q16513	47.308	520	230	12	67	576	37	522	6.77e-135	436
XP_064077463.1	Q16513	78.426	343	74	0	861	1203	642	984	0.0	581
XP_064077463.1	Q16513	46.328	531	230	12	44	564	37	522	2.53e-133	431
XP_064077464.1	Q16513	78.426	343	74	0	847	1189	642	984	0.0	581
XP_064077464.1	Q16513	46.328	531	230	12	30	550	37	522	1.79e-133	431
XP_064077465.1	Q16513	78.426	343	74	0	844	1186	642	984	0.0	581
XP_064077465.1	Q16513	46.328	531	230	12	27	547	37	522	1.67e-133	431
XP_064077467.1	P08582	32.005	728	413	25	21	714	23	702	1.14e-93	308
